Id,Name,MajorId,EMark,AMark,SchoolId,EYear,LStatus,EForm
16133840,Ngô Yên Bích,7510206C,15.5,8.8100004,3511,2016,4,1
16133841,Bùi Y?n ?ào,7580205,19.75,5.8000002,630,2016,4,1
16133842,D??ng Huy Ân,7340301C,21.25,5.0599999,4056,2016,3,1
16133843,Lý Huy Kh?i,7510605,23.5,5.3299999,3907,2016,2,2
16133844,V? Công Tri?u,7510302A,21.75,8.9799995,3975,2016,3,3
16133845,Tr?n Hoài ??t,7510102C,23.5,5.4299998,1193,2016,4,1
16133846,Tr?n Khánh Nhi,7480108,17.25,1.7,2842,2016,4,1
16133847,H? Khánh Khuê,7510301C,25.75,9.00E-02,900,2016,4,2
16133848,Lê Duy Phong,7510202N,27.75,4.7800002,3780,2016,4,3
16133849,Hu?nh B?o Ngân,7510202N,16.75,6.25,3563,2016,2,3
16133850,Ph?m Duy Khôi,7510205,21.25,8.9799995,4042,2016,2,2
16133851,Lý Vân Vi?t,7220201,28.5,4.2399998,2747,2016,2,1
16133852,Bùi Lan ?oan,7549002,19.75,6.6100001,3598,2016,3,1
16133853,Nguy?n Nh? Bích,7510605,26.5,3.98,146,2016,3,3
16133854,Bùi Hi?u Nhân,7510102C,28.5,3.73,3657,2016,2,1
16133855,Lê Qu?nh Lam,7510302A,16.75,7.02,3021,2016,2,3
16133856,Ph?m V? Mai,7210404,20.75,9.2399998,489,2016,3,1
16133857,Ngô Y?n B?ng,7340301C,17.25,2.25,3564,2016,3,2
16133858,?? Kh?i L?i,7510303A,23.75,4.9899998,3560,2016,1,3
16133859,Phan Huy ?oan,7340301C,19.25,1.02,693,2016,1,3
16133860,?? Gia Long,7580302,25.75,7.8000002,508,2016,2,1
16133861,H? Ái Kh?i,7340301C,20.75,8.3199997,1597,2016,2,2
16133862,Bùi Yên Giang,7510406C,24.25,4.02,2789,2016,3,3
16133863,Ph?m Y?n Khang,7540209,28.25,8.6599998,2858,2016,2,2
16133864,Phan Minh Lam,7340301,26.5,9.3999996,794,2016,3,3
16133865,?? Ng?c Nguy?t,7510601,19.25,7.2600002,2958,2016,1,1
16133866,Tr?n ?ình Sang,7480118,16.75,7.3499999,2071,2016,3,1
16133867,Ngô Ng?c Trung,7510301,29.5,3.6500001,3412,2016,3,3
16133868,Tr?n Lan Hà,7549002,27.25,2.47,2410,2016,2,2
16133869,Ph?m V? Khuê,7510406C,20.75,1.6799999,1211,2016,2,1
16133870,?? Kh?i Hà,7580101,29.25,8.9099998,4072,2016,2,1
16133871,Bùi Th?y Tri?u,7510303A,22.75,2.48,3038,2016,4,1
16133872,V? Minh Kh?i,7510301,23.75,4.9200001,3746,2016,3,1
16133873,Lý Thành Khanh,7340301C,16.75,8.0900002,827,2016,3,3
16133874,?? Hoàng Hông,7480201C,24.75,4.9499998,301,2016,3,2
16133875,Hoàng Y?n Mi,7510203A,18.75,8.8000002,3909,2016,2,2
16133876,Lê Th?y Hà,7540209C,28.75,6.9400001,4007,2016,1,2
16133877,D??ng Nh? B?ng,7510301C,26.25,1.35,359,2016,4,1
16133878,Nguy?n Vân Giang,7510402,22.75,0.25,3191,2016,4,1
16133879,D??ng Y?n ?oan,7510201A,25.25,4.5100002,2186,2016,3,1
16133880,Nguy?n Th?o Bích,7540209,18.5,4.9499998,3744,2016,4,2
16133881,Nguy?n Qu?nh Lâm,7510209,23.5,9.5699997,155,2016,1,1
16133882,Nguy?n Hoàng Kh?i,7510406,19.5,3.3599999,253,2016,4,2
16133883,Lý H?i Tín,7510203,19.75,2.3900001,92,2016,3,3
16133884,Phan Mai B?o,7510302,20.5,5.4099998,2232,2016,2,2
16133885,Ngô Thanh Mai,7540101,25.75,9.2600002,125,2016,3,2
16133886,Ph?m Y?n Sinh,7580101,28.75,5.1300001,3528,2016,4,3
16133887,Phan Thu Thành,7510201,21.25,0.62,3755,2016,4,3
16133888,Hoàng H?i Minh,7510203,24.25,1.3099999,1104,2016,1,1
16133889,Lý Vi Lam,7510206A,29.5,3.6199999,133,2016,4,3
16133890,Tr?n Ng?c B?ng,7340120,20.75,7.2800002,1793,2016,3,1
16133891,Hu?nh Lan Phong,7510406,23.75,2.0799999,3130,2016,1,1
16133892,Lý Nh?t Vi?t,7510206,16.25,1.2,1950,2016,4,3
16133893,Phan ?ình Thiên,7480201,15.25,5.6100001,3955,2016,3,1
16133894,Hoàng V? Tín,7510203,22.25,4.96,2645,2016,1,3
16133895,Tr?n V?  Tài,7510201A,21.5,9.5600004,3803,2016,3,3
16133896,D??ng ??c Hoa,7510406C,25.25,6.9899998,1000,2016,1,3
16133897,??ng Ái ??c,7510301C,26.25,1.01,776,2016,2,1
16133898,Hu?nh Vân Ân,7480201,25.75,0.38,540,2016,1,3
16133899,Ph?m Duy Hoa,7510303C,20.5,2.9000001,1717,2016,2,1
16133900,Lý Duy H?i,7340122,21.5,9.6899996,878,2016,3,3
16133901,Lý Kh?i ?ào,7340301,20.5,9.71,2583,2016,3,3
16133902,D??ng Th?o B?o,7580101,17.75,9.5600004,1183,2016,3,3
16133903,Ph?m Kh?i Bích,7510202,24.75,4.00E-02,2131,2016,3,2
16133904,?? Hoài Lan,7580103,23.25,0.47999999,331,2016,1,2
16133905,Bùi Ng?c Khang,7510203A,17.5,1.84,2159,2016,4,3
16133906,Lê Nh? Ân,7210403,18.5,1.65,3765,2016,2,2
16133907,Hoàng Trâm Thiên,7480203,24.75,7.4899998,1879,2016,4,3
16133908,Tr?n Nh?t B?ng,7540209C,24.5,6.6399999,1605,2016,2,3
16133909,H? Hi?u B?ng,1510201C,15.25,2.5799999,2998,2016,1,3
16133910,Phan Th?y Dung,7210403,22.5,3.4200001,3030,2016,1,1
16133911,Lý Nh? Minh,7510401,15.75,0.12,1762,2016,1,3
16133912,Bùi Hoài Châu,7510601A,24.5,7.0599999,1207,2016,3,1
16133913,Ngô Nh? Hoa,7510302,26.25,3.8800001,2531,2016,4,1
16133914,Hu?nh ??c Châu,7510301A,15.5,9.0900002,3948,2016,3,2
16133915,Hoàng Nh?t Hoàng,7510205C,28.75,2.79,1585,2016,3,1
16133916,Hu?nh Ng?c B?ng,7480203,21.5,5.0799999,2737,2016,4,2
16133917,D??ng Hoàng Long,7510203C,27.25,4.77,857,2016,2,3
16133918,Nguy?n Hoài B?ng,7510302N,16.75,5.3899999,1885,2016,4,2
16133919,V? Duy Trung,7510605,28.25,5.1399999,170,2016,2,3
16133920,Ngô Ng?c ??c,1510201C,23.5,5.3099999,762,2016,3,1
16133921,Tr?n Hi?u Kh?i,7510301A,20.75,0.46000001,2702,2016,3,1
16133922,Nguy?n Ng?c Ng?c,7510205C,15.5,6.4499998,3119,2016,2,1
16133923,Ph?m Qu?nh L?c,7510406C,28.25,8.9200001,2062,2016,2,1
16133924,Phan V? Bình,7510205C,25.25,0.38999999,1958,2016,1,2
16133925,Hoàng Thi?n Mai,7510303C,26.25,5.5599999,3024,2016,1,3
16133926,Hu?nh Huy Khôi,7510206,29.75,1.36,291,2016,3,2
16133927,D??ng Huy  Tài,1510201C,24.25,9.0500002,2474,2016,3,3
16133928,H? Th?o Nam,7580101,17.75,8.8599997,184,2016,4,3
16133929,Lý ?ình S?n,7510201A,23.5,4.00E-02,3046,2016,2,1
16133930,H? Gia Giang,7510206,19.75,2.8800001,3500,2016,2,3
16133931,?? Hoàng ?ào,7210404C,17.25,7.8299999,1811,2016,1,2
16133932,Phan Thành Lam,7510302C,20.25,0.93000001,3111,2016,1,3
16133933,?? Th?y Lam,7480108,20.75,5.4899998,2883,2016,3,3
16133934,Hoàng An Mai,7340301C,18.5,0.70999998,1340,2016,1,1
16133935,Ph?m Duy Phong,7510205,24.25,8.5,2763,2016,2,2
16133936,Hu?nh Gia C?nh,1510201C,27.75,6.8299999,1091,2016,3,2
16133937,Tr?n Anh Dung,7520117,27.75,9.9799995,1409,2016,4,3
16133938,V? Xuân Ân,7510801C,16.75,1.63,1287,2016,3,1
16133939,V? Nh?t C?nh,7510203,25.5,2.0599999,3746,2016,2,3
16133940,Tr?n Th?o H?u,7510601,27.5,2.23,1297,2016,3,2
16133941,Phan Ng?c Sinh,7510205,25.25,4.2600002,2183,2016,3,1
16133942,Phan Gia Châu,7210403,28.75,5.6900001,1089,2016,4,1
16133943,Ngô Th?y Thiên,7510601A,18.25,6.46,1418,2016,4,3
16133944,V? Duy Nam,7540209C,20.5,6.0100002,2942,2016,3,1
16133945,Bùi Tu?n Th?ch,7510102,29.5,1.36,3601,2016,1,1
16133946,Phan Gia Anh,7580302,22.25,4.7600002,1584,2016,3,2
16133947,?? M?nh Khoa,7510102,28.5,0.28,1332,2016,1,3
16133948,Hu?nh Hoàng Th?ch,7510301,19.25,8.5299997,2529,2016,2,3
16133949,Bùi Trâm An,7540209,24.75,8.6099997,2981,2016,3,2
16133950,Lê Mai Hi?n,7510301A,23.25,2.55,2215,2016,3,1
16133951,V? Công L?i,7480108,26.25,3.2,502,2016,4,3
16133952,Ph?m Th?o Thành,7510201,15.75,7.4899998,1900,2016,2,1
16133953,H? H?i B?ng,7480108A,20.5,1.8,1067,2016,4,1
16133954,Hoàng Nh? Ph??ng,7580101,24.5,1.58,1291,2016,3,3
16133955,Hu?nh Xuân Lan,7510205C,23.25,5.3699999,496,2016,1,2
16133956,Hoàng Tu?n Kh?i,7510801C,20.5,7.98,2255,2016,4,2
16133957,Phan V? B?ng,7510206C,17.25,9.4899998,612,2016,1,2
16133958,H? Hoài C?nh,7810202,21.25,3.77,1942,2016,1,2
16133959,D??ng H?i Lâm,7510402,26.25,5.8899999,2522,2016,2,2
16133960,Nguy?n Nh?t Ái,7510605,15.5,2.28,469,2016,1,2
16133961,Phan Ng?c ??c,7480201,22.25,4.9400001,3096,2016,3,3
16133962,?? V? Nam,7810202,23.75,4.0100002,1371,2016,2,2
16133963,Hu?nh Qu?nh Hoàng,7480108C,25.25,7.52,4031,2016,4,1
16133964,Lê Lan Dung,7510302A,25.5,1.55,3258,2016,3,1
16133965,Hu?nh Xuân An,7510202A,21.25,8.6400003,2558,2016,1,1
16133966,Hoàng Ng?c Linh,7510209,17.25,7.2600002,1497,2016,1,2
16133967,??ng Th?y Linh,7510302N,25.25,7.1700001,3492,2016,4,1
16133968,D??ng Ái Khôi,7340122,20.5,8.21,361,2016,4,3
16133969,V? Anh Toàn,7510406,15.75,0.79000002,2101,2016,1,2
16133970,Hoàng Qu?nh Lam,7510202N,29.5,5.5700002,1975,2016,4,3
16133971,Hoàng Vân Khuê,7340301,29.75,2.04,3920,2016,3,2
16133972,Lê Thu H?nh,7540101A,27.25,4.6900001,3995,2016,1,1
16133973,H? V?  Tài,7510303C,29.5,0.97000003,308,2016,2,1
16133974,V? Hoài Ân,7510206A,15.75,1.85,4086,2016,2,3
16133975,Lê Thanh Hà,7510203C,26.5,3.9200001,2241,2016,3,3
16133976,D??ng Kh?i Lam,7510203,15.25,4.4699998,2115,2016,1,2
16133977,Lý Hoài S?n,7510102,16.25,6.6100001,1995,2016,2,3
16133978,Tr?n Th?y Hòa,7510201,21.5,9.7799997,2443,2016,3,3
16133979,D??ng Nh? Vi?t,7510401C,29.75,9.4099998,578,2016,1,2
16133980,Hu?nh Hoàng Sang,7510203,24.5,5.00E-02,3111,2016,2,1
16133981,Lý Anh Sinh,7580103,17.25,8.1300001,216,2016,3,3
16133982,Lê ?ình Lan,7510102C,21.5,5.7800002,3075,2016,2,1
16133983,D??ng Thành Lan,7520117,15.25,0.62,3379,2016,4,3
16133984,Bùi ??c Hông,7510302A,28.75,3.3499999,2206,2016,2,1
16133985,V? Th?o Mai,7210404C,18.5,9.6499996,654,2016,1,3
16133986,Ngô Qu?nh Khôi,7549002,17.5,8.5200005,1996,2016,4,2
16133987,D??ng Th?y ?ào,7480108C,15.75,9.5200005,3266,2016,2,3
16133988,Hu?nh V? ??t,7510106,26.25,2.5799999,1653,2016,4,2
16133989,Ngô Lan Tri?u,7580101,26.75,4.3600001,3095,2016,4,1
16133990,Nguy?n H?i Long,7510402,20.75,8.6800003,3529,2016,2,2
16133991,Tr?n ?ình M?nh,7510209,15.5,3.0599999,1548,2016,4,3
16133992,Lê Yên ??t,7510202,21.25,2.1199999,3960,2016,1,3
16133993,Ngô Vi Linh,7480203,18.25,4.77,544,2016,1,2
16133994,Bùi V? Tú,7540101C,28.75,5.6700001,81,2016,2,1
16133995,H? Yên Thiên,7340301C,23.75,4.77,1194,2016,1,3
16133996,V? Khánh M?nh,7510605,28.25,1.12,1323,2016,3,1
16133997,??ng Kh?i Hoa,7140231,29.5,4.9699998,3474,2016,2,2
16133998,?? Vân Lan,7480201A,21.5,6.6900001,2087,2016,1,3
16133999,Phan Thi?n Bích,7510303C,16.5,4.6399999,3307,2016,3,3
16134000,Ngô Xuân Hà,7510205C,16.5,7.73,3576,2016,1,3
16134001,H? Hoài Khuê,7340301C,18.25,3.47,2268,2016,3,2
16134002,D??ng V? M?nh,7140231,18.5,2.72,3567,2016,3,3
16134003,Tr?n Tu?n Nguy?t,7340301,20.5,2.9300001,576,2016,2,2
16134004,Hu?nh Minh ?ào,7510301,17.75,3.3499999,1508,2016,1,1
16134005,Hoàng V? Hòa,7510201,15.75,4.3600001,1142,2016,1,3
16134006,V? Tu?n Nguy?t,7580302,24.5,1.41,991,2016,1,2
16134007,H? Mai B?ng,7480108,24.25,3.5799999,2763,2016,3,3
16134008,Tr?n Gia Nhi,7510801C,23.75,3.95,3892,2016,2,3
16134009,Lê Yên Hông,7510302N,25.5,3.1900001,2210,2016,2,2
16134010,Ngô ?ình Ân,7210404,26.5,8.9399996,2551,2016,4,1
16134011,Hu?nh Duy Nhân,7210403,23.75,7.3699999,3058,2016,2,3
16134012,Nguy?n Vi ??c,7480201C,26.5,6.1300001,308,2016,1,2
16134013,Phan B?o Kh?i,7510205C,29.25,5.1399999,3138,2016,4,3
16134014,D??ng Huy Nhân,7210404,21.75,3.1400001,562,2016,2,3
16134015,?? Minh M?nh,7480118,19.5,3.6300001,3363,2016,2,1
16134016,Hu?nh Tu?n Thành,7510301,20.5,6.2800002,3636,2016,2,1
16134017,Lý An Hông,7510201A,22.25,0.76999998,1087,2016,1,1
16134018,Tr?n ??c Ái,7580205,18.25,6.71,328,2016,1,3
16134019,Hoàng An Khanh,7510303,17.5,8.2299995,1265,2016,2,1
16134020,Hoàng V? Ph??ng,7340301C,27.5,8.6800003,3271,2016,4,2
16134021,Bùi Thu Minh,7510208,24.5,9.2700005,3720,2016,2,2
16134022,Ngô Hoài  Tài,7510401,19.5,3.1500001,1947,2016,4,2
16134023,Hoàng Mai ?oan,7510605,16.75,2.0899999,699,2016,4,1
16134024,Ngô Hoàng H?i,7510605,18.5,5.4000001,398,2016,4,2
16134025,Lê M?nh Ân,7510302,24.25,2.05,3963,2016,2,2
16134026,H? Thành Phong,7210404,27.75,0.28,1716,2016,3,1
16134027,Phan Gia Khôi,7510601C,16.75,5.9899998,1164,2016,2,1
16134028,Tr?n Y?n Lâm,7810202,27.5,8.3800001,2122,2016,1,3
16134029,Hu?nh Anh H?i,7480118,29.75,7.48,4109,2016,3,1
16134030,Bùi B?o Châu,7510206,28.5,7.54,1470,2016,2,3
16134031,Lý Anh Thành,7480118,17.75,2.79,1999,2016,2,1
16134032,??ng Hi?u ??t,7480108A,19.75,9.9700003,208,2016,2,3
16134033,Hoàng H?i ??t,7540101,17.75,0.75,919,2016,3,3
16134034,D??ng Trâm Sang,7510209,21.5,4.7600002,3241,2016,4,3
16134035,Nguy?n Thi?n Thiên,7340122,17.5,4.5,3231,2016,2,1
16134036,Bùi Hoài Khang,7480201A,20.75,3.3399999,1499,2016,3,2
16134037,H? Qu?nh ?oan,7510201A,24.5,1.17,2986,2016,2,3
16134038,Bùi Thi?n Nhi,7510203,25.75,2.0799999,2565,2016,3,1
16134039,Ngô M?nh Lâm,7510102A,29.25,0.1,2662,2016,1,1
16134040,?? M?nh Toàn,7510202N,18.75,9.4899998,2056,2016,1,3
16134041,??ng Công Giang,7580205,26.25,4.9499998,2098,2016,4,2
16134042,Hoàng Duy H?nh,7480118,18.75,2.9200001,432,2016,1,1
16134043,??ng Xuân ??c,7540101A,21.75,8.5299997,3323,2016,3,2
16134044,H? Huy Di?m,7510202N,19.25,9.0600004,2035,2016,1,3
16134045,Ngô Thanh Ái,7510202A,17.5,8.71,361,2016,2,3
16134046,??ng Thu H?nh,7549002,24.5,4.48,3234,2016,3,3
16134047,V? Hi?u Khang,7520117,21.75,2.52,589,2016,1,2
16134048,Ph?m Kh?i Tú,7480118,15.5,8.1800003,3534,2016,4,2
16134049,Ngô Trâm Anh,7540101A,22.5,7.27,280,2016,4,2
16134050,H? Gia Hông,7510209,20.25,3.6199999,3695,2016,4,3
16134051,?? Huy Trung,7510801C,25.25,3.05,800,2016,1,2
16134052,Hoàng M?nh  Tài,7580302,17.25,2.6600001,2771,2016,4,3
16134053,??ng Nh? Hà,7340301C,28.5,8.79,611,2016,1,1
16134054,Nguy?n M?nh Nguy?t,7340122,15.75,4.8299999,1903,2016,2,1
16134055,Ph?m Thanh Long,7510102A,26.25,7.3000002,41,2016,3,3
16134056,Nguy?n Anh ?an,7510206A,27.5,8.1000004,2064,2016,1,3
16134057,Nguy?n Mai Long,7480108C,27.5,4.21,3358,2016,4,2
16134058,Ngô Hoàng B?ng,7480108A,22.25,2.6199999,3046,2016,4,2
16134059,Nguy?n Mai Sinh,7510303C,26.5,8.4799995,2720,2016,4,2
16134060,Phan Khánh Thiên,7510201A,18.75,9.4700003,3749,2016,1,1
16134061,Hu?nh Hoài S?n,7480118,25.5,9.0100002,2478,2016,2,1
16134062,Hoàng Lan Nhân,7510302N,18.25,5.6799998,2779,2016,1,3
16134063,??ng Khánh S?n,7510601A,28.5,2.3499999,1896,2016,1,3
16134064,??ng Huy Sinh,7210404,21.5,1.63,3692,2016,2,1
16134065,Lý Trâm Lâm,7510302A,17.5,9.2200003,1647,2016,2,1
16134066,V? Lan ?oan,7210404,26.25,7.1199999,1612,2016,1,3
16134067,?? Lan Sinh,7340122,16.25,3.75,2461,2016,2,3
16134068,D??ng Lan B?ng,7210403,16.75,9.1300001,1590,2016,4,3
16134069,?? Mai Anh,7540101,28.25,9.3000002,2168,2016,3,1
16134070,Nguy?n V? Ái,7510102A,22.5,4.9499998,3766,2016,2,2
16134071,Ph?m Vân Kh?i,7510202N,24.75,6.6100001,2193,2016,1,3
16134072,Nguy?n An B?ng,7510401,25.75,7.04,188,2016,3,2
16134073,?? Mai Châu,7510102C,15.25,1.73,139,2016,2,3
16134074,Bùi Trâm Bích,7510406,29.5,4.79,1605,2016,2,2
16134075,Phan Duy Khoa,7480203,17.5,8.3800001,3621,2016,1,2
16134076,Lý Thu Anh,7510402,24.25,5.4099998,2944,2016,3,1
16134077,D??ng Thi?n B?ng,7510401C,24.75,1.6900001,44,2016,3,3
16134078,Lê Nh?t Dung,7510209,25.75,6.6100001,2084,2016,4,2
16134079,??ng Y?n Bích,7510206,19.75,4.3400002,3519,2016,2,2
16134080,Hu?nh Công Toàn,7140231,29.25,8.5900002,51,2016,1,2
16134081,Lê Minh Tri?u,7510205A,15.5,4.5599999,2285,2016,4,2
16134082,Lê Th?o H?i,7210403,26.75,8.6400003,3576,2016,3,3
16134083,Lý Khánh Khanh,7510202C,17.25,5.52,171,2016,4,1
16134084,Phan Mai Trung,7210404,26.75,8.7200003,1905,2016,4,3
16134085,Ph?m Ng?c Giang,7510302,18.5,4.3200002,3588,2016,1,3
16134086,?? Hi?u Hoàng,7520212,24.75,5.9099998,9,2016,4,1
16134087,Lý Yên H?i,7510301,24.25,7.5300002,3136,2016,4,3
16134088,??ng Qu?nh Vi?t,7510205A,20.5,1.1799999,3605,2016,2,1
16134089,Lý Anh Nhân,7510206A,20.5,0.88,2608,2016,2,3
16134090,Nguy?n Duy Mi,7510303C,25.5,2.6600001,1767,2016,4,2
16134091,Phan H?i H?u,7510402,25.75,8.1499996,3113,2016,1,1
16134092,?? An Khuê,7510206,16.75,9.0699997,796,2016,4,2
16134093,Ngô Vi S?n,7510301,23.25,2.8299999,3028,2016,4,2
16134094,H? Công Hoa,7510303A,23.75,1.5,857,2016,1,3
16134095,Hu?nh Xuân Trung,7510302A,20.25,5.8499999,1226,2016,3,2
16134096,Lê Thanh Dung,7510208,19.75,7.8400002,523,2016,2,1
16134097,Ph?m Hoài Lâm,7510206A,25.5,8.8500004,2721,2016,1,3
16134098,D??ng H?i H?nh,7580103,16.5,3.9200001,4040,2016,1,1
16134099,Ph?m Duy Hòa,7510206C,25.25,0.38,2293,2016,4,1
16134100,Lê Th?o Dung,7510201A,15.5,5.79,1146,2016,4,1
16134101,Ngô Thu Kh?i,7510401C,22.75,9.6800003,3698,2016,2,2
16134102,D??ng Vân Khoa,7510406C,17.5,6.8400002,1549,2016,1,1
16134103,Ngô V? Anh,7480201,27.5,2.8900001,3218,2016,1,1
16134104,D??ng Th?o ?ào,7510106,17.75,4.1300001,1798,2016,2,1
16134105,Hoàng Nh?t ?ào,7510302,20.75,9.4899998,1985,2016,2,2
16134106,??ng Nh? Khoa,7510205,21.5,1.49,2332,2016,2,2
16134107,Phan M?nh Linh,7510301A,15.75,3.0699999,1839,2016,4,2
16134108,Ngô Hoài Th?ch,7510102A,20.75,2.51,2144,2016,3,3
16134109,Hu?nh Hi?u Nam,7580101,21.5,7.3000002,3150,2016,1,2
16134110,Hu?nh Hoàng Di?m,7480108C,22.25,6.5700002,3719,2016,3,3
16134111,V? M?nh Thiên,7510401,17.75,2.8,2796,2016,1,2
16134112,Nguy?n H?i B?ng,7510303,15.75,5.3299999,820,2016,2,1
16134113,Hu?nh ??c Th?ch,7520212,28.5,2.49,3505,2016,2,2
16134114,Hu?nh Trâm Toàn,7510201,23.25,9.04,3939,2016,4,3
16134115,Lý Nh? ?ào,7580205,28.75,8.5900002,1493,2016,3,3
16134116,?? Mai Sinh,7510402,26.75,2.6400001,160,2016,1,3
16134117,D??ng Y?n L?i,7510601C,15.5,9.3599997,128,2016,4,2
16134118,H? Ái Hoàng,7510302,15.25,9.6000004,2907,2016,3,1
16134119,?? Anh Ph??ng,7510601A,17.5,2.3099999,3525,2016,1,2
16134120,H? Gia M?nh,7510303A,27.25,9.9799995,3825,2016,1,1
16134121,Hoàng Nh? Khuê,7210403,24.75,0.68000001,1712,2016,3,3
16134122,D??ng Nh? M?nh,7510102C,15.75,6.6799998,883,2016,1,3
16134123,V? V? H?nh,7510102,24.25,8.8199997,3683,2016,3,3
16134124,Lý Trâm Lan,7480108,29.25,9.1400003,1420,2016,1,3
16134125,Hoàng Qu?nh Ng?c,7510202N,18.5,0.85000002,3618,2016,3,2
16134126,Nguy?n Hi?u Ái,7580103,22.75,0.72000003,360,2016,2,1
16134127,V? Minh Minh,7510209,24.25,9.4099998,2333,2016,3,2
16134128,??ng V? Hi?n,7510102C,22.5,9.8699999,2768,2016,2,1
16134129,?? Nh?t Minh,7540101,23.75,3.1099999,626,2016,1,1
16134130,V? Th?y ??t,7510301C,17.25,2.8,64,2016,4,1
16134131,Ph?m Minh Khang,7510302N,25.5,5.6500001,2426,2016,2,1
16134132,V? Anh Hà,7510202C,26.75,2.8499999,705,2016,4,1
16134133,Lê Nh? B?ng,7510601A,21.5,4.8000002,1120,2016,4,1
16134134,H? Vân Hi?n,7340301C,17.25,5.3000002,2409,2016,1,2
16134135,??ng Thanh Khuê,7210404,28.25,1.77,3881,2016,1,1
16134136,Ph?m Yên Tri?u,7510205C,19.5,8.0799999,1024,2016,1,3
16134137,Lê Nh? Long,7510301A,20.5,2.0799999,3144,2016,4,3
16134138,Ngô Tu?n Nhi,7549002,28.5,5.0599999,3322,2016,3,2
16134139,Ph?m V? Thành,7480108C,26.5,9.21,800,2016,4,1
16134140,Phan Thu Khuê,7510206,17.5,8.1800003,2345,2016,1,1
16134141,Lý Mai Khoa,7510301A,16.5,8.6800003,1998,2016,2,1
16134142,Phan M?nh Ng?c,7340120,21.75,3.04,2227,2016,1,3
16134143,Ngô Tu?n Châu,7510206C,17.75,8.5600004,2214,2016,1,1
16134144,Nguy?n Hoàng  Tài,7480203,22.75,7.21,2243,2016,2,2
16134145,Hoàng B?o  Tài,7580205,26.75,0.31999999,1928,2016,3,1
16134146,Ngô Nh?t Tri?u,7540101A,27.5,0.75,1636,2016,4,1
16134147,D??ng Nh? Bích,7510601C,26.75,0.70999998,1034,2016,1,2
16134148,V? H?i Khoa,7510203C,15.25,6.3899999,1508,2016,1,1
16134149,D??ng Th?o ??c,7510302N,21.75,8.5699997,3064,2016,4,3
16134150,Hu?nh Vi H?nh,7220201,17.5,5.5799999,2310,2016,4,1
16134151,Lê Vân Mai,7510102A,28.25,6.8600001,680,2016,1,3
16134152,D??ng Duy Vi?t,7510205A,29.5,5.0900002,3424,2016,2,1
16134153,Ngô Khánh Ph??ng,7510102C,19.25,4.96,2788,2016,3,1
16134154,??ng Thu Nhân,7510102,20.75,2.4100001,645,2016,3,1
16134155,Nguy?n Hoàng Ph??ng,7580302,27.25,1.89,1011,2016,3,2
16134156,Hoàng Th?y Trung,7540101C,24.25,9.1700001,2306,2016,1,2
16134157,Phan Hi?u Nhân,7210404,28.75,6.2199998,2462,2016,2,1
16134158,Bùi Hi?u Anh,7510202N,20.75,4.7800002,704,2016,2,3
16134159,Phan Anh Minh,7480108,22.5,8.8400002,531,2016,3,2
16134160,Ph?m Thu Long,7480201,25.25,8.8999996,3328,2016,4,1
16134161,V? Y?n Bình,7510206C,28.75,3.46,2754,2016,2,1
16134162,D??ng Tu?n Dung,7480203,19.25,8.1300001,3665,2016,2,2
16134163,Hu?nh Khánh Tín,7510203,26.75,2.3900001,2663,2016,3,3
16134164,Hu?nh Thanh S?n,7210404,27.25,2.4400001,572,2016,2,2
16134165,V? B?o H?u,7510203C,18.5,8.1800003,2874,2016,4,3
16134166,Bùi Lan B?ng,7510302,27.75,3.9400001,2894,2016,3,3
16134167,Lê Hoài Toàn,7580103,26.5,7.29,1451,2016,3,1
16134168,Hu?nh Yên Hi?n,7140231,16.75,5.8299999,2423,2016,4,1
16134169,Phan Th?o Nam,7510102,16.75,8.3299999,1631,2016,3,1
16134170,Lê Duy Hòa,7810202,21.75,6.7600002,1794,2016,2,2
16134171,Hoàng Thi?n Khôi,7810202,27.25,0.12,4005,2016,1,1
16134172,Bùi Anh Minh,7510605,21.25,9.2200003,2639,2016,3,3
16134173,Bùi Nh?t Hòa,7510601,25.75,2.26,3729,2016,3,1
16134174,??ng ??c Vi?t,7540101A,20.5,3.78,3954,2016,1,3
16134175,Lê Khánh Toàn,7810202,17.25,5.9299998,2609,2016,1,2
16134176,Lê Thi?n Khoa,7480108A,26.5,1.55,50,2016,3,3
16134177,Bùi Thu H?nh,7510301,22.75,1.25,2912,2016,4,3
16134178,V? Kh?i M?nh,7510302A,26.75,6.29,115,2016,1,3
16134179,V? Th?y Vi?t,7510102,24.25,1.54,2957,2016,2,3
16134180,Hu?nh Thành Toàn,7540101C,29.5,0.92000002,2573,2016,3,1
16134181,Nguy?n ??c Trung,7210404,18.5,0.88999999,2842,2016,3,2
16134182,Phan Hoài Lâm,7510203A,20.5,4.02,2785,2016,4,1
16134183,Ngô Duy ??c,7510401C,22.5,6.3200002,3788,2016,3,1
16134184,H? Th?y Di?m,7480108C,18.5,2.5599999,675,2016,3,3
16134185,Nguy?n Xuân Th?ch,7540101C,15.75,4.6999998,3929,2016,3,3
16134186,Ph?m Qu?nh C?nh,7480201C,26.75,4.73,373,2016,4,2
16134187,Hu?nh H?i Hi?n,7510302A,29.5,5.04,1998,2016,2,3
16134188,??ng Mai Hoa,7510302C,28.5,6.0300002,101,2016,3,3
16134189,Bùi Công Lâm,7220201,28.25,3.01,2355,2016,4,2
